Gender,Age,Race,Education,Political Affiliation,Political Leaning,Trump,Finances,Fair Elections,Ranked Choice,Woman President,Universal Healthcare,Humanity,America,Trump Reelection,Trump Nuke,War Russia,War China,Next Generation
Female,22,White,College degree,Independent,Liberal,Strongly Disapprove,Not Very Often,"Yes, somewhat confident",Yes,Yes,No,Yes,Yes,Somewhat Likely,Somewhat Likely,Yes,Yes,Better World
Male,65,White,College degree,Republican,Conservative,Strongly Approve,Not Very Often,"Yes, somewhat confident",No,No,No,Yes,Yes,Very Likely,Not at all likely,No,No,Better World
Male,65,White,College degree,Republican,Conservative,Neither approve nor disapprove,Somewhat Often,"Yes, somewhat confident",Yes,DK/REF,No,Yes,Yes,Not at all likely,Not at all likely,No,No,Better World
Female,58,White,Some college,Independent,Conservative,Strongly Disapprove,Not Very Often,"Yes, very confident",Yes,Yes,No,Yes,Yes,Not at all likely,Not at all likely,Yes,Yes,Worse World
Female,48,White,Graduate degree,Republican,Conservative,Strongly Approve,Not Very Often,"Yes, somewhat confident",Yes,Yes,No,Yes,Yes,Somewhat Likely,Not at all likely,No,No,Worse World
Female,62,White,College degree,DK/REF,Moderate,DK/REF,Not Very Often,No,Yes,Yes,DK/REF,Yes,Yes,Somewhat Likely,Not at all likely,No,No,Better World
Male,47,Other,Some college,Republican,Conservative,Somewhat Approve,Somewhat Often,No,No,Yes,No,Yes,No,Somewhat Likely,Not at all likely,No,No,Better World
Female,55,White,Graduate degree,Republican,Moderate,Neither approve nor disapprove,Not Very Often,"Yes, very confident",No,No,No,Yes,Yes,Very Likely,Not at all likely,No,No,Better World
Male,60,White,Graduate degree,Democrat,Moderate,Strongly Disapprove,Somewhat Often,No,No,Yes,Yes,Yes,Yes,Somewhat Likely,Somewhat Likely,No,No,Worse World
Female,78,White,College degree,Independent,Moderate,Strongly Disapprove,Somewhat Often,No,Yes,Yes,No,No,No,Somewhat Likely,Very Likely,No,No,Worse World
Male,80,White,College degree,Republican,Conservative,Somewhat Approve,Not Very Often,"Yes, very confident",No,No,No,Yes,Yes,Somewhat Likely,Not at all likely,No,No,Better World
Female,54,White,Graduate degree,Democrat,Liberal,Strongly Disapprove,Very Often,No,No,Yes,Yes,Yes,No,Not at all likely,Somewhat Likely,No,No,Worse World
Female,77,White,High school or less,Democrat,Conservative,Strongly Disapprove,Not Very Often,DK/REF,DK/REF,No,Yes,DK/REF,Yes,Somewhat Likely,Not at all likely,No,Yes,Worse World
Female,62,White,College degree,DK/REF,Conservative,Strongly Approve,Not Very Often,DK/REF,Yes,No,Yes,Yes,Yes,Very Likely,Not at all likely,DK/REF,DK/REF,Better World
Female,38,DK/REF,Graduate degree,Independent,DK/REF,Neither approve nor disapprove,Somewhat Often,"Yes, somewhat confident",Yes,Yes,No,Yes,Yes,Somewhat Likely,Not at all likely,Yes,Yes,Better World
Male,52,White,Some college,Republican,Conservative,Somewhat Approve,Not Very Often,"Yes, somewhat confident",Yes,Yes,No,Yes,Yes,Somewhat Likely,Somewhat Likely,Yes,Yes,Worse World
Female,75,White,High school or less,DK/REF,Conservative,Strongly Disapprove,Very Often,No,Yes,Yes,No,No,No,Not at all likely,Very Likely,Yes,DK/REF,Worse World
Female,27,White,College degree,Democrat,Liberal,Strongly Disapprove,Very Often,No,No,Yes,No,Yes,No,Somewhat Likely,Not at all likely,Yes,Yes,Better World
Female,28,Black,High school or less,Democrat,Moderate,Somewhat Approve,Very Often,"Yes, very confident",Yes,Yes,Yes,DK/REF,DK/REF,Not at all likely,Somewhat Likely,No,No,Better World
Female,50,White,Graduate degree,Democrat,Liberal,Strongly Disapprove,Very Often,"Yes, somewhat confident",Yes,Yes,No,Yes,Yes,Somewhat Likely,Somewhat Likely,Yes,No,Worse World
Female,32,Other,College degree,Independent,Liberal,Strongly Disapprove,Very Often,"Yes, somewhat confident",Yes,No,No,Yes,Yes,Not at all likely,Not at all likely,No,No,Worse World
Male,58,White,High school or less,Republican,Conservative,Strongly Approve,Not Very Often,DK/REF,No,No,No,Yes,Yes,Very Likely,Somewhat Likely,No,Yes,Worse World
Female,78,White,High school or less,Republican,Conservative,Strongly Approve,Not Very Often,"Yes, somewhat confident",Yes,No,DK/REF,Yes,Yes,Very Likely,Somewhat Likely,DK/REF,DK/REF,Better World
Male,50,White,College degree,Independent,Conservative,Strongly Disapprove,Very Often,"Yes, somewhat confident",No,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,No,No,Worse World
Female,85,White,High school or less,Republican,Conservative,Strongly Approve,Not Very Often,DK/REF,No,No,No,DK/REF,DK/REF,Very Likely,Not at all likely,No,No,Better World
Male,69,White,College degree,Republican,Moderate,Strongly Approve,Not Very Often,No,Yes,Yes,No,No,No,Very Likely,Somewhat Likely,No,Yes,Worse World
Female,61,White,High school or less,Democrat,DK/REF,DK/REF,DK/REF,"Yes, very confident",Yes,DK/REF,DK/REF,DK/REF,DK/REF,DK/REF,Not at all likely,DK/REF,DK/REF,DK/REF
Female,84,White,Some college,Republican,Liberal,Neither approve nor disapprove,Very Often,No,No,No,No,No,Yes,Not at all likely,Not at all likely,No,No,Worse World
Female,70,White,High school or less,Independent,Moderate,Strongly Disapprove,Not Very Often,No,Yes,No,No,No,No,Very Likely,Somewhat Likely,No,No,Worse World
Male,57,White,College degree,Republican,Moderate,Strongly Approve,Not Very Often,"Yes, very confident",No,Yes,Yes,Yes,Yes,Very Likely,Not at all likely,No,No,Worse World
Male,72,White,High school or less,Republican,Conservative,Strongly Approve,DK/REF,"Yes, very confident",Yes,Yes,No,DK/REF,DK/REF,Very Likely,Very Likely,DK/REF,DK/REF,DK/REF
Female,84,White,Some college,Republican,Conservative,Somewhat Approve,Not Very Often,"Yes, very confident",No,Yes,DK/REF,Yes,Yes,Very Likely,Not at all likely,No,No,Worse World
Male,82,White,Some college,Republican,Conservative,Strongly Approve,Very Often,"Yes, very confident",No,DK/REF,No,Yes,No,Very Likely,Not at all likely,No,No,Better World
Male,62,White,College degree,Independent,Moderate,Strongly Disapprove,Not Very Often,"Yes, somewhat confident",Yes,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,No,No,Worse World
Female,89,White,Graduate degree,DK/REF,DK/REF,DK/REF,Not Very Often,DK/REF,No,Yes,Yes,Yes,Yes,DK/REF,DK/REF,DK/REF,No,Better World
Female,84,White,Some college,Democrat,Liberal,Strongly Disapprove,Very Often,DK/REF,No,Yes,No,Yes,Yes,Not at all likely,Somewhat Likely,No,Yes,Worse World
Male,82,Black,High school or less,Independent,Conservative,Somewhat Approve,Not Very Often,No,Yes,No,No,Yes,Yes,Very Likely,Not at all likely,No,No,Worse World
Male,80,White,College degree,Independent,Conservative,Strongly Approve,Not Very Often,No,No,Yes,No,Yes,Yes,Very Likely,Not at all likely,No,No,Worse World
Female,67,White,College degree,Democrat,Liberal,Strongly Disapprove,Very Often,No,No,No,Yes,Yes,Yes,Not at all likely,Somewhat Likely,No,No,DK/REF
Male,59,White,Some college,Democrat,Moderate,Strongly Disapprove,Not Very Often,No,No,Yes,Yes,No,Yes,Not at all likely,Not at all likely,No,Yes,Worse World
Female,64,White,College degree,Democrat,Liberal,Strongly Disapprove,Not Very Often,"Yes, very confident",No,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,No,No,Better World
Female,69,White,Graduate degree,Democrat,Moderate,Strongly Disapprove,Not Very Often,"Yes, very confident",No,Yes,No,Yes,Yes,Not at all likely,Not at all likely,No,No,Worse World
Male,80,White,Some college,Democrat,Moderate,Strongly Disapprove,Very Often,"Yes, very confident",No,Yes,Yes,DK/REF,Yes,Not at all likely,DK/REF,No,No,DK/REF
Male,80,White,High school or less,Independent,Conservative,Strongly Approve,Not Very Often,"Yes, very confident",No,Yes,No,No,No,Very Likely,Not at all likely,Yes,Yes,Worse World
Female,88,White,High school or less,Independent,Moderate,Strongly Disapprove,Very Often,"Yes, very confident",Yes,Yes,Yes,No,Yes,Somewhat Likely,Somewhat Likely,No,No,Worse World
Female,87,White,DK/REF,Democrat,Moderate,DK/REF,Not Very Often,DK/REF,No,No,Yes,DK/REF,Yes,DK/REF,DK/REF,DK/REF,No,Better World
Male,85,White,High school or less,DK/REF,Conservative,DK/REF,Not Very Often,No,No,Yes,Yes,No,No,DK/REF,DK/REF,No,No,DK/REF
Female,85,White,High school or less,Independent,Conservative,DK/REF,Not Very Often,"Yes, somewhat confident",Yes,No,DK/REF,No,Yes,Not at all likely,DK/REF,No,DK/REF,Better World
Female,68,White,High school or less,Republican,Moderate,Strongly Approve,Somewhat Often,"Yes, very confident",No,Yes,Yes,No,No,Not at all likely,Not at all likely,No,No,Worse World
Male,74,White,High school or less,DK/REF,DK/REF,DK/REF,Not Very Often,DK/REF,No,Yes,DK/REF,No,No,DK/REF,Not at all likely,No,No,DK/REF
Male,50,White,High school or less,DK/REF,DK/REF,DK/REF,Very Often,No,No,Yes,No,No,No,Not at all likely,Very Likely,Yes,No,Worse World
Female,73,White,Graduate degree,Republican,Moderate,Strongly Approve,Somewhat Often,"Yes, very confident",No,Yes,Yes,Yes,Yes,Very Likely,Somewhat Likely,No,No,Better World
Female,60,Black,Some college,Independent,Conservative,Strongly Disapprove,Very Often,No,Yes,Yes,No,No,No,Not at all likely,Very Likely,Yes,Yes,Worse World
Female,66,White,Graduate degree,Democrat,Moderate,Strongly Disapprove,Not Very Often,"Yes, somewhat confident",Yes,Yes,Yes,Yes,Yes,Not at all likely,Somewhat Likely,No,No,Better World
Female,88,White,Graduate degree,Independent,Moderate,Somewhat Disapprove,Somewhat Often,DK/REF,No,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,No,No,Better World
Male,75,White,High school or less,Republican,Conservative,Strongly Approve,Not Very Often,DK/REF,No,DK/REF,No,DK/REF,No,Very Likely,Not at all likely,No,DK/REF,Worse World
Male,85,Asian,Graduate degree,Democrat,Moderate,DK/REF,Somewhat Often,DK/REF,No,Yes,Yes,Yes,Yes,Somewhat Likely,Not at all likely,No,No,DK/REF
Female,71,White,High school or less,Democrat,Moderate,Strongly Disapprove,Somewhat Often,No,Yes,Yes,Yes,No,No,DK/REF,Not at all likely,Yes,Yes,Worse World
Female,69,Black,Graduate degree,Democrat,Conservative,Strongly Disapprove,Somewhat Often,"Yes, somewhat confident",No,Yes,DK/REF,Yes,Yes,Not at all likely,Not at all likely,No,No,Better World
Male,63,White,College degree,Independent,Liberal,Strongly Disapprove,Not Very Often,"Yes, very confident",No,Yes,Yes,No,No,Not at all likely,Somewhat Likely,No,No,Worse World
Male,68,White,High school or less,Republican,Conservative,Somewhat Approve,Very Often,"Yes, very confident",Yes,Yes,Yes,Yes,Yes,Somewhat Likely,Not at all likely,No,No,Better World
Female,63,White,Some college,DK/REF,Conservative,Strongly Disapprove,Very Often,DK/REF,Yes,Yes,Yes,No,Yes,Not at all likely,Very Likely,Yes,Yes,Worse World
Female,58,White,High school or less,Independent,Moderate,Strongly Disapprove,Very Often,No,Yes,Yes,No,No,No,Not at all likely,Somewhat Likely,No,No,Worse World
DK/REF,21,White,High school or less,Independent,Moderate,Strongly Approve,Very Often,No,No,Yes,No,Yes,Yes,Very Likely,Not at all likely,No,No,DK/REF
Female,70,White,High school or less,DK/REF,DK/REF,Neither approve nor disapprove,Very Often,DK/REF,No,Yes,Yes,DK/REF,No,Not at all likely,Very Likely,DK/REF,DK/REF,DK/REF
Female,75,White,Some college,Independent,Moderate,Strongly Approve,Not Very Often,"Yes, very confident",No,Yes,No,No,No,Very Likely,Somewhat Likely,No,No,Worse World
Male,69,DK/REF,Some college,Independent,Conservative,Somewhat Approve,Not Very Often,"Yes, somewhat confident",No,Yes,No,Yes,DK/REF,Somewhat Likely,Not at all likely,No,Yes,Better World
Female,76,White,Some college,Republican,Conservative,Strongly Approve,Somewhat Often,"Yes, very confident",No,Yes,No,Yes,Yes,Very Likely,Not at all likely,No,No,Better World
Male,65,Black,High school or less,Democrat,Conservative,Strongly Disapprove,Somewhat Often,"Yes, somewhat confident",Yes,Yes,DK/REF,Yes,Yes,Not at all likely,Not at all likely,No,No,Better World
Female,59,White,College degree,Democrat,Liberal,Neither approve nor disapprove,Somewhat Often,"Yes, somewhat confident",Yes,Yes,No,Yes,Yes,Not at all likely,Somewhat Likely,No,No,Better World
Female,84,White,College degree,DK/REF,Conservative,DK/REF,Not Very Often,"Yes, somewhat confident",Yes,Yes,DK/REF,Yes,Yes,Somewhat Likely,Not at all likely,No,No,Better World
Male,68,White,Graduate degree,Democrat,Conservative,Somewhat Disapprove,Not Very Often,No,Yes,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,Yes,No,Better World
Female,79,White,Graduate degree,Independent,Moderate,Strongly Disapprove,Not Very Often,"Yes, somewhat confident",Yes,Yes,Yes,Yes,Yes,Not at all likely,Somewhat Likely,No,No,Worse World
Female,55,White,Some college,Republican,Conservative,Somewhat Approve,Somewhat Often,"Yes, somewhat confident",Yes,No,No,Yes,Yes,Very Likely,Somewhat Likely,No,Yes,Better World
Female,63,White,Graduate degree,Democrat,Liberal,Strongly Disapprove,Very Often,No,Yes,Yes,Yes,Yes,Yes,Not at all likely,Very Likely,Yes,Yes,Worse World
Female,65,White,High school or less,DK/REF,DK/REF,DK/REF,Not Very Often,DK/REF,DK/REF,DK/REF,DK/REF,Yes,No,DK/REF,DK/REF,DK/REF,DK/REF,DK/REF
Female,63,White,College degree,Independent,Liberal,Strongly Disapprove,Very Often,"Yes, somewhat confident",Yes,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,No,No,Worse World
Male,79,White,High school or less,Republican,Moderate,Somewhat Approve,Very Often,"Yes, very confident",Yes,Yes,Yes,Yes,Yes,Somewhat Likely,Not at all likely,No,No,Better World
Male,92,White,High school or less,Democrat,Liberal,Strongly Disapprove,Not Very Often,"Yes, very confident",No,Yes,Yes,Yes,Yes,DK/REF,Not at all likely,No,No,Worse World
Male,68,White,College degree,Democrat,Moderate,Strongly Disapprove,Very Often,"Yes, somewhat confident",No,Yes,No,Yes,Yes,Not at all likely,Not at all likely,No,No,Worse World
Male,26,White,Some college,Democrat,Liberal,Strongly Disapprove,Very Often,No,Yes,Yes,Yes,Yes,No,Somewhat Likely,Somewhat Likely,Yes,Yes,Worse World
Female,62,White,High school or less,DK/REF,Conservative,DK/REF,Not Very Often,DK/REF,DK/REF,No,Yes,Yes,DK/REF,DK/REF,DK/REF,DK/REF,DK/REF,Better World
Female,56,White,College degree,DK/REF,Moderate,DK/REF,Very Often,"Yes, somewhat confident",Yes,Yes,No,Yes,Yes,Not at all likely,Somewhat Likely,Yes,No,Better World
Male,53,White,College degree,Republican,Conservative,Strongly Approve,Somewhat Often,No,No,Yes,DK/REF,No,No,Very Likely,Not at all likely,No,No,Worse World
Female,61,White,Graduate degree,Democrat,Moderate,Strongly Disapprove,Not Very Often,"Yes, somewhat confident",DK/REF,Yes,Yes,DK/REF,DK/REF,Somewhat Likely,Somewhat Likely,No,No,Worse World
Female,60,White,Graduate degree,Democrat,Liberal,Strongly Disapprove,Somewhat Often,"Yes, somewhat confident",No,Yes,Yes,Yes,Yes,Somewhat Likely,Somewhat Likely,Yes,Yes,Worse World
Male,56,White,Graduate degree,Independent,Moderate,Strongly Approve,Somewhat Often,No,No,Yes,No,Yes,Yes,Very Likely,Not at all likely,No,No,Better World
Male,63,White,Graduate degree,Democrat,Moderate,Strongly Disapprove,Not Very Often,"Yes, very confident",No,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,No,No,Better World
Male,80,White,High school or less,Independent,Conservative,Somewhat Approve,Not Very Often,"Yes, very confident",No,Yes,No,No,Yes,Very Likely,Somewhat Likely,No,No,Better World
Female,37,Latino,High school or less,Independent,Liberal,Strongly Disapprove,Somewhat Often,"Yes, very confident",No,No,No,Yes,Yes,Somewhat Likely,Not at all likely,No,No,Worse World
Male,65,White,High school or less,Independent,Liberal,Strongly Disapprove,Very Often,No,No,Yes,Yes,No,Yes,Not at all likely,Somewhat Likely,Yes,No,Worse World
Female,66,White,Graduate degree,Democrat,Moderate,Strongly Disapprove,Not Very Often,No,No,Yes,Yes,Yes,Yes,Not at all likely,Somewhat Likely,Yes,No,Worse World
Male,60,White,College degree,Independent,Conservative,Strongly Approve,Not Very Often,"Yes, very confident",Yes,Yes,Yes,Yes,Yes,Very Likely,Not at all likely,No,No,Better World
Female,37,White,Some college,Republican,Conservative,Strongly Approve,Not Very Often,No,No,Yes,Yes,No,No,Very Likely,Very Likely,Yes,Yes,Worse World
Female,48,White,Graduate degree,Democrat,Moderate,Somewhat Approve,Somewhat Often,"Yes, very confident",Yes,Yes,Yes,Yes,Yes,Somewhat Likely,Not at all likely,No,No,Better World
Female,68,Asian,High school or less,Independent,Liberal,Strongly Disapprove,Very Often,"Yes, very confident",Yes,No,Yes,No,No,Somewhat Likely,Not at all likely,No,No,Worse World
Male,30,Asian,Some college,Independent,Conservative,Strongly Approve,Very Often,"Yes, very confident",DK/REF,Yes,DK/REF,Yes,Yes,Very Likely,Not at all likely,No,No,Better World
Male,60,White,College degree,Republican,Conservative,Strongly Approve,Very Often,"Yes, somewhat confident",No,Yes,No,Yes,Yes,Very Likely,Not at all likely,No,No,Better World
Female,60,White,College degree,Independent,DK/REF,DK/REF,Somewhat Often,No,No,Yes,No,Yes,Yes,Somewhat Likely,Not at all likely,No,No,Worse World
Female,42,White,College degree,Republican,Conservative,Somewhat Approve,Somewhat Often,"Yes, very confident",Yes,Yes,Yes,Yes,Yes,Very Likely,Not at all likely,No,No,Better World
Female,39,White,Graduate degree,Republican,Moderate,Somewhat Disapprove,Somewhat Often,"Yes, somewhat confident",No,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,No,No,Better World
Female,78,White,Some college,Republican,Conservative,DK/REF,Somewhat Often,"Yes, very confident",No,DK/REF,No,Yes,Yes,Very Likely,Somewhat Likely,No,No,DK/REF
Female,57,White,High school or less,Independent,Moderate,Neither approve nor disapprove,Very Often,No,Yes,Yes,No,No,Yes,Not at all likely,Not at all likely,Yes,No,Better World
Male,68,White,College degree,Republican,Conservative,Strongly Approve,Very Often,"Yes, very confident",No,No,No,Yes,Yes,Very Likely,Not at all likely,No,No,Worse World
Female,66,Black,High school or less,Democrat,Moderate,DK/REF,Somewhat Often,No,Yes,Yes,Yes,No,No,Not at all likely,Somewhat Likely,Yes,Yes,Worse World
Male,70,DK/REF,College degree,Independent,Liberal,Strongly Disapprove,Very Often,No,No,Yes,DK/REF,DK/REF,DK/REF,Somewhat Likely,Not at all likely,DK/REF,DK/REF,Better World
Male,85,White,College degree,Republican,Conservative,Strongly Approve,DK/REF,No,No,Yes,No,Yes,Yes,Somewhat Likely,Not at all likely,No,No,Better World
Female,70,White,Some college,Republican,Conservative,Strongly Approve,Somewhat Often,"Yes, very confident",No,Yes,No,DK/REF,DK/REF,DK/REF,Not at all likely,Yes,Yes,DK/REF
Female,65,Black,Graduate degree,DK/REF,Moderate,DK/REF,Very Often,No,Yes,Yes,Yes,Yes,DK/REF,Very Likely,Very Likely,No,No,Worse World
Female,58,White,Graduate degree,DK/REF,Moderate,DK/REF,Not Very Often,"Yes, very confident",No,Yes,No,Yes,Yes,DK/REF,Not at all likely,No,No,Better World
Male,34,White,College degree,Independent,DK/REF,Somewhat Disapprove,Somewhat Often,"Yes, somewhat confident",No,Yes,No,Yes,Yes,Not at all likely,Not at all likely,No,No,Better World
Female,84,White,High school or less,Democrat,DK/REF,DK/REF,Somewhat Often,"Yes, very confident",Yes,Yes,Yes,DK/REF,Yes,Not at all likely,Somewhat Likely,No,Yes,Worse World
Male,40,White,High school or less,DK/REF,Moderate,Strongly Approve,Very Often,"Yes, somewhat confident",DK/REF,Yes,No,Yes,Yes,Very Likely,Not at all likely,Yes,Yes,Worse World
Female,80,White,College degree,Democrat,Moderate,DK/REF,Somewhat Often,No,No,Yes,DK/REF,No,No,Somewhat Likely,Very Likely,No,Yes,Better World
Female,76,White,Some college,Independent,Moderate,Strongly Disapprove,Not Very Often,DK/REF,Yes,Yes,DK/REF,Yes,Yes,Not at all likely,Somewhat Likely,No,No,Better World
Female,68,White,Graduate degree,Independent,Moderate,Somewhat Approve,Somewhat Often,"Yes, very confident",No,Yes,Yes,Yes,Yes,Somewhat Likely,Not at all likely,No,No,Better World
Female,89,White,High school or less,Republican,Conservative,Somewhat Approve,Very Often,"Yes, somewhat confident",Yes,No,No,Yes,Yes,Somewhat Likely,Not at all likely,Yes,Yes,Better World
Female,73,Black,High school or less,Democrat,Liberal,Strongly Disapprove,Not Very Often,"Yes, somewhat confident",Yes,Yes,No,No,No,Not at all likely,Not at all likely,No,No,Worse World
Male,76,White,Some college,Republican,Liberal,Strongly Approve,Not Very Often,"Yes, very confident",Yes,Yes,Yes,Yes,Yes,Very Likely,Not at all likely,No,No,Better World
Male,82,White,College degree,Republican,Conservative,Strongly Approve,Not Very Often,DK/REF,Yes,No,DK/REF,No,No,Very Likely,DK/REF,DK/REF,Yes,DK/REF
Female,88,White,College degree,Independent,Moderate,Strongly Disapprove,Not Very Often,"Yes, very confident",Yes,Yes,DK/REF,Yes,Yes,Not at all likely,Somewhat Likely,DK/REF,No,Worse World
Female,94,Black,High school or less,Democrat,DK/REF,Strongly Disapprove,Very Often,No,Yes,No,DK/REF,DK/REF,No,Not at all likely,Somewhat Likely,Yes,Yes,Worse World
Male,84,White,Graduate degree,Democrat,Moderate,Strongly Disapprove,Not Very Often,No,Yes,No,No,No,Yes,Not at all likely,DK/REF,No,No,Better World
Female,48,White,College degree,Democrat,Moderate,Strongly Disapprove,Not Very Often,No,Yes,Yes,Yes,No,Yes,Somewhat Likely,Somewhat Likely,Yes,No,Worse World
Female,61,White,Graduate degree,Independent,DK/REF,Neither approve nor disapprove,Very Often,"Yes, very confident",Yes,Yes,No,Yes,Yes,Not at all likely,Not at all likely,No,No,Better World
Male,88,White,Graduate degree,Democrat,Moderate,Somewhat Disapprove,Not Very Often,"Yes, somewhat confident",No,Yes,DK/REF,Yes,Yes,Not at all likely,DK/REF,No,No,Better World
Male,29,White,Some college,Independent,Moderate,DK/REF,Somewhat Often,"Yes, somewhat confident",Yes,DK/REF,DK/REF,Yes,Yes,DK/REF,DK/REF,DK/REF,No,Better World
Male,55,White,College degree,Republican,Conservative,Strongly Approve,Somewhat Often,"Yes, very confident",No,Yes,No,Yes,Yes,Very Likely,Not at all likely,No,No,Better World
Female,89,White,High school or less,Democrat,Liberal,Strongly Disapprove,Not Very Often,"Yes, somewhat confident",No,Yes,Yes,Yes,Yes,Not at all likely,Very Likely,No,No,Worse World
Female,87,White,Some college,Democrat,Conservative,Somewhat Disapprove,Very Often,No,Yes,Yes,DK/REF,Yes,Yes,Not at all likely,Somewhat Likely,No,No,Better World
Female,67,White,Some college,Independent,Conservative,Strongly Approve,Not Very Often,No,No,No,Yes,No,No,Very Likely,Somewhat Likely,Yes,Yes,Worse World
Male,70,White,College degree,Independent,DK/REF,Strongly Disapprove,Somewhat Often,No,Yes,Yes,Yes,Yes,Yes,Not at all likely,Somewhat Likely,No,No,Worse World
Female,50,White,High school or less,Republican,Conservative,Strongly Approve,Somewhat Often,No,Yes,Yes,No,Yes,Yes,Very Likely,Somewhat Likely,No,No,Worse World
Other,50,DK/REF,Some college,DK/REF,Moderate,Strongly Disapprove,Not Very Often,No,No,Yes,Yes,No,No,Somewhat Likely,Somewhat Likely,Yes,Yes,Worse World
Male,51,White,Some college,Republican,Conservative,Strongly Approve,Somewhat Often,"Yes, very confident",Yes,Yes,DK/REF,Yes,DK/REF,Very Likely,Very Likely,DK/REF,DK/REF,Worse World
Female,70,White,Graduate degree,Independent,Moderate,Strongly Approve,Not Very Often,"Yes, very confident",No,Yes,DK/REF,Yes,DK/REF,Somewhat Likely,Not at all likely,No,No,Worse World
Female,67,White,High school or less,Republican,DK/REF,DK/REF,Not Very Often,No,No,Yes,Yes,Yes,No,Not at all likely,Not at all likely,Yes,No,Better World
Female,67,White,College degree,Democrat,Liberal,Strongly Disapprove,Very Often,No,DK/REF,Yes,No,No,No,Somewhat Likely,Not at all likely,No,No,DK/REF
Male,63,White,Some college,Democrat,Conservative,Strongly Disapprove,Somewhat Often,"Yes, very confident",Yes,Yes,Yes,Yes,Yes,Not at all likely,Somewhat Likely,Yes,No,Better World
Male,73,DK/REF,College degree,Independent,DK/REF,DK/REF,Very Often,DK/REF,No,DK/REF,Yes,No,No,DK/REF,DK/REF,DK/REF,DK/REF,Worse World
Female,85,Black,High school or less,Independent,Moderate,DK/REF,Very Often,DK/REF,DK/REF,Yes,DK/REF,No,No,DK/REF,DK/REF,Yes,Yes,DK/REF
Female,64,White,Graduate degree,Democrat,Moderate,Strongly Disapprove,Very Often,No,No,Yes,No,Yes,Yes,Not at all likely,Somewhat Likely,Yes,No,Worse World
Male,72,White,College degree,Republican,Conservative,DK/REF,DK/REF,"Yes, very confident",DK/REF,DK/REF,No,DK/REF,DK/REF,Somewhat Likely,Not at all likely,No,No,DK/REF
Male,27,White,College degree,Independent,Moderate,Neither approve nor disapprove,Somewhat Often,"Yes, very confident",No,No,Yes,Yes,Yes,Somewhat Likely,Not at all likely,No,Yes,Better World
Female,20,Asian,Some college,Democrat,Liberal,Strongly Disapprove,Somewhat Often,No,Yes,Yes,Yes,Yes,Yes,Not at all likely,Somewhat Likely,No,No,Better World
Female,57,White,College degree,Independent,Liberal,Strongly Disapprove,Somewhat Often,No,DK/REF,Yes,DK/REF,DK/REF,DK/REF,Somewhat Likely,Somewhat Likely,No,No,Worse World
Male,73,White,Graduate degree,Democrat,Liberal,Strongly Disapprove,Not Very Often,"Yes, somewhat confident",No,Yes,Yes,Yes,DK/REF,Not at all likely,Not at all likely,No,No,Better World
Male,65,Other,High school or less,Independent,DK/REF,Strongly Approve,DK/REF,"Yes, somewhat confident",No,Yes,DK/REF,Yes,Yes,Very Likely,Not at all likely,No,No,Better World
Female,76,White,Graduate degree,Republican,Conservative,Strongly Approve,Not Very Often,No,No,Yes,No,No,No,Very Likely,Not at all likely,No,Yes,Worse World
Male,29,White,College degree,Democrat,Moderate,Strongly Disapprove,Somewhat Often,No,Yes,Yes,Yes,Yes,Yes,Somewhat Likely,Not at all likely,No,No,Worse World
Female,63,White,Some college,Republican,Conservative,Somewhat Approve,Somewhat Often,"Yes, somewhat confident",No,Yes,Yes,Yes,No,Somewhat Likely,Not at all likely,No,No,Better World
Male,68,White,College degree,Republican,Conservative,Neither approve nor disapprove,Not Very Often,"Yes, very confident",No,Yes,No,No,No,Somewhat Likely,Not at all likely,No,No,Worse World
Female,45,Latino,High school or less,Independent,Conservative,Neither approve nor disapprove,Not Very Often,No,Yes,No,Yes,No,No,Not at all likely,Not at all likely,Yes,DK/REF,Better World
Male,50,White,High school or less,Republican,Conservative,Strongly Approve,Not Very Often,"Yes, very confident",No,Yes,Yes,Yes,No,Somewhat Likely,Not at all likely,No,No,Worse World
Female,43,White,Graduate degree,Republican,Moderate,Strongly Approve,Not Very Often,"Yes, somewhat confident",No,Yes,No,Yes,Yes,Very Likely,Not at all likely,No,No,Better World
Male,50,Black,High school or less,Democrat,DK/REF,Somewhat Disapprove,Very Often,"Yes, very confident",Yes,Yes,Yes,DK/REF,Yes,Not at all likely,Not at all likely,No,No,Better World
Female,63,White,Some college,DK/REF,Moderate,Strongly Approve,Somewhat Often,No,Yes,No,Yes,No,No,Very Likely,Not at all likely,No,No,Better World
Male,74,White,DK/REF,DK/REF,Moderate,DK/REF,Not Very Often,DK/REF,DK/REF,DK/REF,DK/REF,Yes,No,DK/REF,DK/REF,DK/REF,DK/REF,DK/REF
Female,64,White,College degree,Independent,Liberal,Strongly Disapprove,Somewhat Often,No,Yes,Yes,Yes,Yes,Yes,Somewhat Likely,Not at all likely,No,No,Worse World
